"cod_ibge","tipo","sexo","n"
211250,"90 a 94 anos","Mulher",64
211250,"85 a 89 anos","Mulher",100
211250,"80 a 84 anos","Mulher",162
211250,"75 a 79 anos","Mulher",265
211250,"70 a 74 anos","Mulher",394
211250,"65 a 69 anos","Mulher",473
211250,"60 a 64 anos","Mulher",598
211250,"55 a 59 anos","Mulher",767
211250,"50 a 54 anos","Mulher",862
211250,"45 a 49 anos","Mulher",1004
211250,"40 a 44 anos","Mulher",1237
211250,"35 a 39 anos","Mulher",1366
211250,"30 a 34 anos","Mulher",1693
211250,"25 a 29 anos","Mulher",2227
211250,"20 a 24 anos","Mulher",2635
211250,"15 a 19 anos","Mulher",3056
211250,"10 a 14 anos","Mulher",3253
211250,"5 a 9 anos","Mulher",3101
211250,"0 a 4 anos","Mulher",2829
211245,"Mais de 100 anos","Mulher",1
211245,"95 a 99 anos","Mulher",6
211245,"90 a 94 anos","Mulher",20
211245,"85 a 89 anos","Mulher",27
211245,"80 a 84 anos","Mulher",41
211245,"75 a 79 anos","Mulher",94
211245,"70 a 74 anos","Mulher",141
211245,"65 a 69 anos","Mulher",193
211245,"60 a 64 anos","Mulher",217
211245,"55 a 59 anos","Mulher",339
211245,"50 a 54 anos","Mulher",402
211245,"45 a 49 anos","Mulher",458
211245,"40 a 44 anos","Mulher",510
211245,"35 a 39 anos","Mulher",654
211245,"30 a 34 anos","Mulher",739
211245,"25 a 29 anos","Mulher",1005
211245,"20 a 24 anos","Mulher",1148
211245,"15 a 19 anos","Mulher",1199
211245,"10 a 14 anos","Mulher",1327
211245,"5 a 9 anos","Mulher",142
211245,"0 a 4 anos","Mulher",1424
211240,"Mais de 100 anos","Mulher",NA
211240,"95 a 99 anos","Mulher",6
211240,"90 a 94 anos","Mulher",26
211240,"85 a 89 anos","Mulher",55
211240,"80 a 84 anos","Mulher",90
211240,"75 a 79 anos","Mulher",134
211240,"70 a 74 anos","Mulher",205
211240,"65 a 69 anos","Mulher",327
211240,"60 a 64 anos","Mulher",378
211240,"55 a 59 anos","Mulher",493
211240,"50 a 54 anos","Mulher",539
211240,"45 a 49 anos","Mulher",615
211240,"40 a 44 anos","Mulher",689
211240,"35 a 39 anos","Mulher",854
211240,"30 a 34 anos","Mulher",1104
211240,"25 a 29 anos","Mulher",1411
211240,"20 a 24 anos","Mulher",1502
211240,"15 a 19 anos","Mulher",1713
211240,"10 a 14 anos","Mulher",2115
211240,"5 a 9 anos","Mulher",2077
211240,"0 a 4 anos","Mulher",1974
211230,"Mais de 100 anos","Mulher",5
211230,"95 a 99 anos","Mulher",6
211230,"90 a 94 anos","Mulher",25
211230,"85 a 89 anos","Mulher",84
211230,"80 a 84 anos","Mulher",120
211230,"75 a 79 anos","Mulher",260
211230,"70 a 74 anos","Mulher",340
211230,"65 a 69 anos","Mulher",430
211230,"60 a 64 anos","Mulher",612
211230,"55 a 59 anos","Mulher",718
211230,"50 a 54 anos","Mulher",782
211230,"45 a 49 anos","Mulher",879
211230,"40 a 44 anos","Mulher",958
211230,"35 a 39 anos","Mulher",1109
211230,"30 a 34 anos","Mulher",1404
211230,"25 a 29 anos","Mulher",1663
211230,"20 a 24 anos","Mulher",1701
211230,"15 a 19 anos","Mulher",2039
211230,"10 a 14 anos","Mulher",2173
211230,"5 a 9 anos","Mulher",206
211230,"0 a 4 anos","Mulher",1823
211227,"Mais de 100 anos","Mulher",NA
211227,"95 a 99 anos","Mulher",NA
211227,"90 a 94 anos","Mulher",4
211227,"85 a 89 anos","Mulher",14
211227,"80 a 84 anos","Mulher",21
211227,"75 a 79 anos","Mulher",26
211227,"70 a 74 anos","Mulher",46
211227,"65 a 69 anos","Mulher",78
211227,"60 a 64 anos","Mulher",84
211227,"55 a 59 anos","Mulher",87
211227,"50 a 54 anos","Mulher",104
211227,"45 a 49 anos","Mulher",96
211227,"40 a 44 anos","Mulher",126
211227,"35 a 39 anos","Mulher",138
211227,"30 a 34 anos","Mulher",196
211227,"25 a 29 anos","Mulher",222
211227,"20 a 24 anos","Mulher",224
211227,"15 a 19 anos","Mulher",236
211227,"10 a 14 anos","Mulher",354
211227,"5 a 9 anos","Mulher",362
211227,"0 a 4 anos","Mulher",321
211223,"Mais de 100 anos","Mulher",2
211223,"95 a 99 anos","Mulher",5
211223,"90 a 94 anos","Mulher",20
211223,"85 a 89 anos","Mulher",59
211223,"80 a 84 anos","Mulher",95
211223,"75 a 79 anos","Mulher",144
211223,"70 a 74 anos","Mulher",221
211223,"65 a 69 anos","Mulher",265
211223,"60 a 64 anos","Mulher",311
211223,"55 a 59 anos","Mulher",340
211223,"50 a 54 anos","Mulher",433
211223,"45 a 49 anos","Mulher",489
211223,"40 a 44 anos","Mulher",544
211223,"35 a 39 anos","Mulher",598
211223,"30 a 34 anos","Mulher",796
211223,"25 a 29 anos","Mulher",881
211223,"20 a 24 anos","Mulher",964
211223,"15 a 19 anos","Mulher",901
211223,"10 a 14 anos","Mulher",955
211223,"5 a 9 anos","Mulher",902
211223,"0 a 4 anos","Mulher",887
211220,"Mais de 100 anos","Mulher",27
211220,"95 a 99 anos","Mulher",63
211220,"90 a 94 anos","Mulher",140
211220,"85 a 89 anos","Mulher",306
211220,"80 a 84 anos","Mulher",631
211220,"75 a 79 anos","Mulher",994
211220,"70 a 74 anos","Mulher",1362
211220,"65 a 69 anos","Mulher",1722
211220,"60 a 64 anos","Mulher",2196
211220,"55 a 59 anos","Mulher",2799
211220,"50 a 54 anos","Mulher",3492
211220,"45 a 49 anos","Mulher",4146
211220,"40 a 44 anos","Mulher",4838
211220,"35 a 39 anos","Mulher",5518
211220,"30 a 34 anos","Mulher",6794
211220,"25 a 29 anos","Mulher",745
211220,"20 a 24 anos","Mulher",7857
211220,"15 a 19 anos","Mulher",7594
211220,"10 a 14 anos","Mulher",7924
211220,"5 a 9 anos","Mulher",7394
211220,"0 a 4 anos","Mulher",6652
211210,"Mais de 100 anos","Mulher",2
211210,"95 a 99 anos","Mulher",13
211210,"90 a 94 anos","Mulher",44
211210,"85 a 89 anos","Mulher",50
211210,"80 a 84 anos","Mulher",93
211210,"75 a 79 anos","Mulher",198
211210,"70 a 74 anos","Mulher",260
211210,"65 a 69 anos","Mulher",294
211210,"60 a 64 anos","Mulher",377
211210,"55 a 59 anos","Mulher",472
211210,"50 a 54 anos","Mulher",572
211210,"45 a 49 anos","Mulher",684
211210,"40 a 44 anos","Mulher",675
211210,"35 a 39 anos","Mulher",739
211210,"30 a 34 anos","Mulher",901
211210,"25 a 29 anos","Mulher",1069
211210,"20 a 24 anos","Mulher",1284
211210,"15 a 19 anos","Mulher",1508
211210,"10 a 14 anos","Mulher",1714
211210,"5 a 9 anos","Mulher",1493
211210,"0 a 4 anos","Mulher",1463
211200,"Mais de 100 anos","Mulher",NA
211200,"95 a 99 anos","Mulher",1
211200,"90 a 94 anos","Mulher",4
211200,"85 a 89 anos","Mulher",19
211200,"80 a 84 anos","Mulher",25
211200,"75 a 79 anos","Mulher",33
211200,"70 a 74 anos","Mulher",65
211200,"65 a 69 anos","Mulher",78
211200,"60 a 64 anos","Mulher",85
211200,"55 a 59 anos","Mulher",119
211200,"50 a 54 anos","Mulher",166
211200,"45 a 49 anos","Mulher",166
211200,"40 a 44 anos","Mulher",162
211200,"35 a 39 anos","Mulher",193
211200,"30 a 34 anos","Mulher",240
211200,"25 a 29 anos","Mulher",286
211200,"20 a 24 anos","Mulher",341
211200,"15 a 19 anos","Mulher",435
211200,"10 a 14 anos","Mulher",503
211200,"5 a 9 anos","Mulher",452
211200,"0 a 4 anos","Mulher",450
211195,"Mais de 100 anos","Mulher",NA
211195,"95 a 99 anos","Mulher",4
211195,"90 a 94 anos","Mulher",9
211195,"85 a 89 anos","Mulher",10
211195,"80 a 84 anos","Mulher",16
211195,"75 a 79 anos","Mulher",38
211195,"70 a 74 anos","Mulher",61
211195,"65 a 69 anos","Mulher",76
211195,"60 a 64 anos","Mulher",75
211195,"55 a 59 anos","Mulher",87
211195,"50 a 54 anos","Mulher",99
211195,"45 a 49 anos","Mulher",124
211195,"40 a 44 anos","Mulher",130
211195,"35 a 39 anos","Mulher",130
211195,"30 a 34 anos","Mulher",154
211195,"25 a 29 anos","Mulher",164
211195,"20 a 24 anos","Mulher",176
211195,"15 a 19 anos","Mulher",243
211195,"10 a 14 anos","Mulher",256
211195,"5 a 9 anos","Mulher",184
211195,"0 a 4 anos","Mulher",205
211190,"Mais de 100 anos","Mulher",3
211190,"95 a 99 anos","Mulher",6
211190,"90 a 94 anos","Mulher",17
211190,"85 a 89 anos","Mulher",19
211190,"80 a 84 anos","Mulher",38
211190,"75 a 79 anos","Mulher",81
211190,"70 a 74 anos","Mulher",114
211190,"65 a 69 anos","Mulher",146
211190,"60 a 64 anos","Mulher",141
211190,"55 a 59 anos","Mulher",196
211190,"50 a 54 anos","Mulher",258
211190,"45 a 49 anos","Mulher",255
211190,"40 a 44 anos","Mulher",291
211190,"35 a 39 anos","Mulher",262
211190,"30 a 34 anos","Mulher",339
211190,"25 a 29 anos","Mulher",336
211190,"20 a 24 anos","Mulher",419
211190,"15 a 19 anos","Mulher",546
211190,"10 a 14 anos","Mulher",556
211190,"5 a 9 anos","Mulher",568
211190,"0 a 4 anos","Mulher",516
211180,"Mais de 100 anos","Mulher",NA
211180,"95 a 99 anos","Mulher",4
211180,"90 a 94 anos","Mulher",7
211180,"85 a 89 anos","Mulher",32
211180,"80 a 84 anos","Mulher",44
211180,"75 a 79 anos","Mulher",86
211180,"70 a 74 anos","Mulher",138
211180,"65 a 69 anos","Mulher",162
211180,"60 a 64 anos","Mulher",214
211180,"55 a 59 anos","Mulher",259
211180,"50 a 54 anos","Mulher",314
211180,"45 a 49 anos","Mulher",380
211180,"40 a 44 anos","Mulher",449
211180,"35 a 39 anos","Mulher",470
211180,"30 a 34 anos","Mulher",600
211180,"25 a 29 anos","Mulher",658
211180,"20 a 24 anos","Mulher",698
211180,"15 a 19 anos","Mulher",895
211180,"10 a 14 anos","Mulher",1014
211180,"5 a 9 anos","Mulher",854
211180,"0 a 4 anos","Mulher",782
211178,"Mais de 100 anos","Mulher",3
211178,"95 a 99 anos","Mulher",4
211178,"90 a 94 anos","Mulher",7
211178,"85 a 89 anos","Mulher",26
211178,"80 a 84 anos","Mulher",27
211178,"75 a 79 anos","Mulher",69
211178,"70 a 74 anos","Mulher",77
211178,"65 a 69 anos","Mulher",120
211178,"60 a 64 anos","Mulher",108
211178,"55 a 59 anos","Mulher",180
211178,"50 a 54 anos","Mulher",241
211178,"45 a 49 anos","Mulher",206
211178,"40 a 44 anos","Mulher",244
211178,"35 a 39 anos","Mulher",276
211178,"30 a 34 anos","Mulher",339
211178,"25 a 29 anos","Mulher",419
211178,"20 a 24 anos","Mulher",463
211178,"15 a 19 anos","Mulher",451
211178,"10 a 14 anos","Mulher",593
211178,"5 a 9 anos","Mulher",636
211178,"0 a 4 anos","Mulher",600
211176,"Mais de 100 anos","Mulher",3
211176,"95 a 99 anos","Mulher",8
211176,"90 a 94 anos","Mulher",15
211176,"85 a 89 anos","Mulher",36
211176,"80 a 84 anos","Mulher",59
211176,"75 a 79 anos","Mulher",100
211176,"70 a 74 anos","Mulher",196
211176,"65 a 69 anos","Mulher",238
211176,"60 a 64 anos","Mulher",275
211176,"55 a 59 anos","Mulher",343
211176,"50 a 54 anos","Mulher",359
211176,"45 a 49 anos","Mulher",384
211176,"40 a 44 anos","Mulher",473
211176,"35 a 39 anos","Mulher",446
211176,"30 a 34 anos","Mulher",635
211176,"25 a 29 anos","Mulher",737
211176,"20 a 24 anos","Mulher",779
211176,"15 a 19 anos","Mulher",903
211176,"10 a 14 anos","Mulher",1057
211176,"5 a 9 anos","Mulher",101
211176,"0 a 4 anos","Mulher",882
211174,"Mais de 100 anos","Mulher",1
211174,"95 a 99 anos","Mulher",5
211174,"90 a 94 anos","Mulher",18
211174,"85 a 89 anos","Mulher",24
211174,"80 a 84 anos","Mulher",45
211174,"75 a 79 anos","Mulher",77
211174,"70 a 74 anos","Mulher",94
211174,"65 a 69 anos","Mulher",115
211174,"60 a 64 anos","Mulher",148
211174,"55 a 59 anos","Mulher",216
211174,"50 a 54 anos","Mulher",194
211174,"45 a 49 anos","Mulher",216
211174,"40 a 44 anos","Mulher",252
211174,"35 a 39 anos","Mulher",276
211174,"30 a 34 anos","Mulher",326
211174,"25 a 29 anos","Mulher",395
211174,"20 a 24 anos","Mulher",482
211174,"15 a 19 anos","Mulher",568
211174,"10 a 14 anos","Mulher",596
211174,"5 a 9 anos","Mulher",564
211174,"0 a 4 anos","Mulher",522
211172,"Mais de 100 anos","Mulher",NA
211172,"95 a 99 anos","Mulher",NA
211172,"90 a 94 anos","Mulher",9
211172,"85 a 89 anos","Mulher",8
211172,"80 a 84 anos","Mulher",24
211172,"75 a 79 anos","Mulher",46
211172,"70 a 74 anos","Mulher",80
211172,"65 a 69 anos","Mulher",92
211172,"60 a 64 anos","Mulher",115
211172,"55 a 59 anos","Mulher",129
211172,"50 a 54 anos","Mulher",196
211172,"45 a 49 anos","Mulher",215
211172,"40 a 44 anos","Mulher",261
211172,"35 a 39 anos","Mulher",324
211172,"30 a 34 anos","Mulher",421
211172,"25 a 29 anos","Mulher",483
211172,"20 a 24 anos","Mulher",587
211172,"15 a 19 anos","Mulher",610
211172,"10 a 14 anos","Mulher",755
211172,"5 a 9 anos","Mulher",808
211172,"0 a 4 anos","Mulher",657
211170,"Mais de 100 anos","Mulher",2
211170,"95 a 99 anos","Mulher",7
211170,"90 a 94 anos","Mulher",24
211170,"85 a 89 anos","Mulher",54
211170,"80 a 84 anos","Mulher",85
211170,"75 a 79 anos","Mulher",163
211170,"70 a 74 anos","Mulher",207
211170,"65 a 69 anos","Mulher",243
211170,"60 a 64 anos","Mulher",280
211170,"55 a 59 anos","Mulher",320
211170,"50 a 54 anos","Mulher",393
211170,"45 a 49 anos","Mulher",484
211170,"40 a 44 anos","Mulher",518
211170,"35 a 39 anos","Mulher",621
211170,"30 a 34 anos","Mulher",657
211170,"25 a 29 anos","Mulher",901
211170,"20 a 24 anos","Mulher",1064
211170,"15 a 19 anos","Mulher",1127
211170,"10 a 14 anos","Mulher",1131
211170,"5 a 9 anos","Mulher",1011
211170,"0 a 4 anos","Mulher",991
211167,"Mais de 100 anos","Mulher",NA
211167,"95 a 99 anos","Mulher",NA
211167,"90 a 94 anos","Mulher",2
211167,"85 a 89 anos","Mulher",9
211167,"80 a 84 anos","Mulher",14
211167,"75 a 79 anos","Mulher",16
211167,"70 a 74 anos","Mulher",42
211167,"65 a 69 anos","Mulher",52
211167,"60 a 64 anos","Mulher",68
211167,"55 a 59 anos","Mulher",76
211167,"50 a 54 anos","Mulher",91
211167,"45 a 49 anos","Mulher",115
211167,"40 a 44 anos","Mulher",142
211167,"35 a 39 anos","Mulher",155
211167,"30 a 34 anos","Mulher",228
211167,"25 a 29 anos","Mulher",269
211167,"20 a 24 anos","Mulher",296
211167,"15 a 19 anos","Mulher",335
211167,"10 a 14 anos","Mulher",338
211167,"5 a 9 anos","Mulher",295
211167,"0 a 4 anos","Mulher",323
211163,"Mais de 100 anos","Mulher",1
211163,"95 a 99 anos","Mulher",2
211163,"90 a 94 anos","Mulher",6
211163,"85 a 89 anos","Mulher",7
211163,"80 a 84 anos","Mulher",17
211163,"75 a 79 anos","Mulher",23
211163,"70 a 74 anos","Mulher",32
211163,"65 a 69 anos","Mulher",55
211163,"60 a 64 anos","Mulher",76
211163,"55 a 59 anos","Mulher",79
211163,"50 a 54 anos","Mulher",121
211163,"45 a 49 anos","Mulher",125
211163,"40 a 44 anos","Mulher",146
211163,"35 a 39 anos","Mulher",156
211163,"30 a 34 anos","Mulher",186
211163,"25 a 29 anos","Mulher",243
211163,"20 a 24 anos","Mulher",271
211163,"15 a 19 anos","Mulher",339
211163,"10 a 14 anos","Mulher",378
211163,"5 a 9 anos","Mulher",331
211163,"0 a 4 anos","Mulher",310
211160,"Mais de 100 anos","Mulher",NA
211160,"95 a 99 anos","Mulher",7
211160,"90 a 94 anos","Mulher",23
211160,"85 a 89 anos","Mulher",44
211160,"80 a 84 anos","Mulher",72
211160,"75 a 79 anos","Mulher",137
211160,"70 a 74 anos","Mulher",187
211160,"65 a 69 anos","Mulher",223
211160,"60 a 64 anos","Mulher",262
211160,"55 a 59 anos","Mulher",293
211160,"50 a 54 anos","Mulher",349
211160,"45 a 49 anos","Mulher",413
211160,"40 a 44 anos","Mulher",469
211160,"35 a 39 anos","Mulher",464
211160,"30 a 34 anos","Mulher",520
211160,"25 a 29 anos","Mulher",645
211160,"20 a 24 anos","Mulher",798
211160,"15 a 19 anos","Mulher",1019
211160,"10 a 14 anos","Mulher",1001
211160,"5 a 9 anos","Mulher",871
211160,"0 a 4 anos","Mulher",793
211157,"Mais de 100 anos","Mulher",NA
211157,"95 a 99 anos","Mulher",1
211157,"90 a 94 anos","Mulher",2
211157,"85 a 89 anos","Mulher",4
211157,"80 a 84 anos","Mulher",9
211157,"75 a 79 anos","Mulher",24
211157,"70 a 74 anos","Mulher",28
211157,"65 a 69 anos","Mulher",46
211157,"60 a 64 anos","Mulher",65
211157,"55 a 59 anos","Mulher",71
211157,"50 a 54 anos","Mulher",77
211157,"45 a 49 anos","Mulher",92
211157,"40 a 44 anos","Mulher",113
211157,"35 a 39 anos","Mulher",117
211157,"30 a 34 anos","Mulher",133
211157,"25 a 29 anos","Mulher",170
211157,"20 a 24 anos","Mulher",173
211157,"15 a 19 anos","Mulher",270
211157,"10 a 14 anos","Mulher",250
211157,"5 a 9 anos","Mulher",225
211157,"0 a 4 anos","Mulher",200
211153,"Mais de 100 anos","Mulher",2
211153,"95 a 99 anos","Mulher",1
211153,"90 a 94 anos","Mulher",9
211153,"85 a 89 anos","Mulher",11
211153,"80 a 84 anos","Mulher",32
211153,"75 a 79 anos","Mulher",67
211153,"70 a 74 anos","Mulher",82
211153,"65 a 69 anos","Mulher",139
211153,"60 a 64 anos","Mulher",166
211153,"55 a 59 anos","Mulher",184
211153,"50 a 54 anos","Mulher",239
211153,"45 a 49 anos","Mulher",260
211153,"40 a 44 anos","Mulher",275
211153,"35 a 39 anos","Mulher",329
211153,"30 a 34 anos","Mulher",441
211153,"25 a 29 anos","Mulher",510
211153,"20 a 24 anos","Mulher",597
211153,"15 a 19 anos","Mulher",597
211153,"10 a 14 anos","Mulher",722
211153,"5 a 9 anos","Mulher",637
211153,"0 a 4 anos","Mulher",613
211150,"Mais de 100 anos","Mulher",6
211150,"95 a 99 anos","Mulher",12
211150,"90 a 94 anos","Mulher",74
211150,"85 a 89 anos","Mulher",116
211150,"80 a 84 anos","Mulher",132
211150,"75 a 79 anos","Mulher",228
211150,"70 a 74 anos","Mulher",377
211150,"65 a 69 anos","Mulher",484
211150,"60 a 64 anos","Mulher",597
211150,"55 a 59 anos","Mulher",778
211150,"50 a 54 anos","Mulher",834
211150,"45 a 49 anos","Mulher",946
211150,"40 a 44 anos","Mulher",1069
211150,"35 a 39 anos","Mulher",1126
211150,"30 a 34 anos","Mulher",1384
211150,"25 a 29 anos","Mulher",1545
211150,"20 a 24 anos","Mulher",1864
211150,"15 a 19 anos","Mulher",2044
211150,"10 a 14 anos","Mulher",2298
211150,"5 a 9 anos","Mulher",1975
211150,"0 a 4 anos","Mulher",1973
211140,"Mais de 100 anos","Mulher",1
211140,"95 a 99 anos","Mulher",7
211140,"90 a 94 anos","Mulher",28
211140,"85 a 89 anos","Mulher",40
211140,"80 a 84 anos","Mulher",67
211140,"75 a 79 anos","Mulher",120
211140,"70 a 74 anos","Mulher",181
211140,"65 a 69 anos","Mulher",246
211140,"60 a 64 anos","Mulher",303
211140,"55 a 59 anos","Mulher",372
211140,"50 a 54 anos","Mulher",441
211140,"45 a 49 anos","Mulher",439
211140,"40 a 44 anos","Mulher",500
211140,"35 a 39 anos","Mulher",549
211140,"30 a 34 anos","Mulher",794
211140,"25 a 29 anos","Mulher",836
211140,"20 a 24 anos","Mulher",882
211140,"15 a 19 anos","Mulher",966
211140,"10 a 14 anos","Mulher",1139
211140,"5 a 9 anos","Mulher",1059
211140,"0 a 4 anos","Mulher",1022
211130,"Mais de 100 anos","Mulher",135
211130,"95 a 99 anos","Mulher",323
211130,"90 a 94 anos","Mulher",1001
211130,"85 a 89 anos","Mulher",2023
211130,"80 a 84 anos","Mulher",3808
211130,"75 a 79 anos","Mulher",5567
211130,"70 a 74 anos","Mulher",8167
211130,"65 a 69 anos","Mulher",10507
211130,"60 a 64 anos","Mulher",1418
211130,"55 a 59 anos","Mulher",19031
211130,"50 a 54 anos","Mulher",25166
211130,"45 a 49 anos","Mulher",31003
211130,"40 a 44 anos","Mulher",37623
211130,"35 a 39 anos","Mulher",42562
211130,"30 a 34 anos","Mulher",49913
211130,"25 a 29 anos","Mulher",58266
211130,"20 a 24 anos","Mulher",60531
211130,"15 a 19 anos","Mulher",50795
211130,"10 a 14 anos","Mulher",444
211130,"5 a 9 anos","Mulher",37545
211130,"0 a 4 anos","Mulher",37296
211125,"Mais de 100 anos","Mulher",NA
211125,"95 a 99 anos","Mulher",2
211125,"90 a 94 anos","Mulher",13
211125,"85 a 89 anos","Mulher",20
211125,"80 a 84 anos","Mulher",33
211125,"75 a 79 anos","Mulher",42
211125,"70 a 74 anos","Mulher",78
211125,"65 a 69 anos","Mulher",104
211125,"60 a 64 anos","Mulher",116
211125,"55 a 59 anos","Mulher",147
211125,"50 a 54 anos","Mulher",165
211125,"45 a 49 anos","Mulher",179
211125,"40 a 44 anos","Mulher",186
211125,"35 a 39 anos","Mulher",222
211125,"30 a 34 anos","Mulher",275
211125,"25 a 29 anos","Mulher",271
211125,"20 a 24 anos","Mulher",313
211125,"15 a 19 anos","Mulher",412
211125,"10 a 14 anos","Mulher",420
211125,"5 a 9 anos","Mulher",397
211125,"0 a 4 anos","Mulher",344
211120,"Mais de 100 anos","Mulher",19
211120,"95 a 99 anos","Mulher",55
211120,"90 a 94 anos","Mulher",130
211120,"85 a 89 anos","Mulher",226
211120,"80 a 84 anos","Mulher",385
211120,"75 a 79 anos","Mulher",676
211120,"70 a 74 anos","Mulher",994
211120,"65 a 69 anos","Mulher",1372
211120,"60 a 64 anos","Mulher",166
211120,"55 a 59 anos","Mulher",231
211120,"50 a 54 anos","Mulher",3099
211120,"45 a 49 anos","Mulher",4206
211120,"40 a 44 anos","Mulher",5765
211120,"35 a 39 anos","Mulher",6615
211120,"30 a 34 anos","Mulher",7915
211120,"25 a 29 anos","Mulher",8671
211120,"20 a 24 anos","Mulher",9476
211120,"15 a 19 anos","Mulher",873
211120,"10 a 14 anos","Mulher",8097
211120,"5 a 9 anos","Mulher",7008
211120,"0 a 4 anos","Mulher",6953
211110,"Mais de 100 anos","Mulher",2
211110,"95 a 99 anos","Mulher",8
211110,"90 a 94 anos","Mulher",24
211110,"85 a 89 anos","Mulher",80
211110,"80 a 84 anos","Mulher",145
211110,"75 a 79 anos","Mulher",229
211110,"70 a 74 anos","Mulher",328
211110,"65 a 69 anos","Mulher",382
211110,"60 a 64 anos","Mulher",437
211110,"55 a 59 anos","Mulher",512
211110,"50 a 54 anos","Mulher",606
211110,"45 a 49 anos","Mulher",691
211110,"40 a 44 anos","Mulher",768
211110,"35 a 39 anos","Mulher",783
211110,"30 a 34 anos","Mulher",907
211110,"25 a 29 anos","Mulher",1005
211110,"20 a 24 anos","Mulher",1151
211110,"15 a 19 anos","Mulher",128
211110,"10 a 14 anos","Mulher",1243
211110,"5 a 9 anos","Mulher",109
211110,"0 a 4 anos","Mulher",1047
211107,"Mais de 100 anos","Mulher",4
211107,"95 a 99 anos","Mulher",11
211107,"90 a 94 anos","Mulher",17
211107,"85 a 89 anos","Mulher",33
211107,"80 a 84 anos","Mulher",55
211107,"75 a 79 anos","Mulher",94
211107,"70 a 74 anos","Mulher",197
211107,"65 a 69 anos","Mulher",201
211107,"60 a 64 anos","Mulher",247
211107,"55 a 59 anos","Mulher",331
211107,"50 a 54 anos","Mulher",394
211107,"45 a 49 anos","Mulher",392
211107,"40 a 44 anos","Mulher",379
211107,"35 a 39 anos","Mulher",416
211107,"30 a 34 anos","Mulher",545
211107,"25 a 29 anos","Mulher",641
211107,"20 a 24 anos","Mulher",653
211107,"15 a 19 anos","Mulher",789
211107,"10 a 14 anos","Mulher",1004
211107,"5 a 9 anos","Mulher",105
211107,"0 a 4 anos","Mulher",969
211105,"Mais de 100 anos","Mulher",NA
211105,"95 a 99 anos","Mulher",6
211105,"90 a 94 anos","Mulher",3
211105,"85 a 89 anos","Mulher",23
211105,"80 a 84 anos","Mulher",34
211105,"75 a 79 anos","Mulher",73
211105,"70 a 74 anos","Mulher",80
211105,"65 a 69 anos","Mulher",122
211105,"60 a 64 anos","Mulher",160
211105,"55 a 59 anos","Mulher",172
211105,"50 a 54 anos","Mulher",190
211105,"45 a 49 anos","Mulher",251
211105,"40 a 44 anos","Mulher",264
211105,"35 a 39 anos","Mulher",306
211105,"30 a 34 anos","Mulher",373
211105,"25 a 29 anos","Mulher",417
211105,"20 a 24 anos","Mulher",427
211105,"15 a 19 anos","Mulher",526
211105,"10 a 14 anos","Mulher",571
211105,"5 a 9 anos","Mulher",540
211105,"0 a 4 anos","Mulher",499
211102,"Mais de 100 anos","Mulher",NA
211102,"95 a 99 anos","Mulher",NA
211102,"90 a 94 anos","Mulher",8
211102,"85 a 89 anos","Mulher",15
211102,"80 a 84 anos","Mulher",21
211102,"75 a 79 anos","Mulher",40
211102,"70 a 74 anos","Mulher",61
211102,"65 a 69 anos","Mulher",101
211102,"60 a 64 anos","Mulher",104
211102,"55 a 59 anos","Mulher",163
211102,"50 a 54 anos","Mulher",196
211102,"45 a 49 anos","Mulher",201
211102,"40 a 44 anos","Mulher",250
211102,"35 a 39 anos","Mulher",322
211102,"30 a 34 anos","Mulher",414
211102,"25 a 29 anos","Mulher",544
211102,"20 a 24 anos","Mulher",524
211102,"15 a 19 anos","Mulher",664
211102,"10 a 14 anos","Mulher",823
211102,"5 a 9 anos","Mulher",831
211102,"0 a 4 anos","Mulher",688
211100,"Mais de 100 anos","Mulher",4
211100,"95 a 99 anos","Mulher",6
211100,"90 a 94 anos","Mulher",15
211100,"85 a 89 anos","Mulher",43
211100,"80 a 84 anos","Mulher",90
211100,"75 a 79 anos","Mulher",148
211100,"70 a 74 anos","Mulher",202
211100,"65 a 69 anos","Mulher",255
211100,"60 a 64 anos","Mulher",298
211100,"55 a 59 anos","Mulher",390
211100,"50 a 54 anos","Mulher",352
211100,"45 a 49 anos","Mulher",435
211100,"40 a 44 anos","Mulher",503
211100,"35 a 39 anos","Mulher",599
211100,"30 a 34 anos","Mulher",768
211100,"25 a 29 anos","Mulher",927
211100,"20 a 24 anos","Mulher",959
211100,"15 a 19 anos","Mulher",898
211100,"10 a 14 anos","Mulher",106
211100,"5 a 9 anos","Mulher",916
211100,"0 a 4 anos","Mulher",921
211090,"Mais de 100 anos","Mulher",NA
211090,"95 a 99 anos","Mulher",8
211090,"90 a 94 anos","Mulher",19
211090,"85 a 89 anos","Mulher",22
211090,"80 a 84 anos","Mulher",57
211090,"75 a 79 anos","Mulher",88
211090,"70 a 74 anos","Mulher",147
211090,"65 a 69 anos","Mulher",190
211090,"60 a 64 anos","Mulher",204
211090,"55 a 59 anos","Mulher",261
211090,"50 a 54 anos","Mulher",288
211090,"45 a 49 anos","Mulher",274
211090,"40 a 44 anos","Mulher",341
211090,"35 a 39 anos","Mulher",322
211090,"30 a 34 anos","Mulher",426
211090,"25 a 29 anos","Mulher",482
211090,"20 a 24 anos","Mulher",491
211090,"15 a 19 anos","Mulher",580
211090,"10 a 14 anos","Mulher",697
211090,"5 a 9 anos","Mulher",579
211090,"0 a 4 anos","Mulher",518
