"cod_ibge","tipo","sexo","n"
210700,"80 a 84 anos","Homem",53
210700,"75 a 79 anos","Homem",66
210700,"70 a 74 anos","Homem",105
210700,"65 a 69 anos","Homem",141
210700,"60 a 64 anos","Homem",137
210700,"55 a 59 anos","Homem",164
210700,"50 a 54 anos","Homem",185
210700,"45 a 49 anos","Homem",210
210700,"40 a 44 anos","Homem",299
210700,"35 a 39 anos","Homem",297
210700,"30 a 34 anos","Homem",352
210700,"25 a 29 anos","Homem",353
210700,"20 a 24 anos","Homem",422
210700,"15 a 19 anos","Homem",510
210700,"10 a 14 anos","Homem",564
210700,"5 a 9 anos","Homem",550
210700,"0 a 4 anos","Homem",463
210690,"Mais de 100 anos","Homem",NA
210690,"95 a 99 anos","Homem",8
210690,"90 a 94 anos","Homem",27
210690,"85 a 89 anos","Homem",53
210690,"80 a 84 anos","Homem",76
210690,"75 a 79 anos","Homem",159
210690,"70 a 74 anos","Homem",235
210690,"65 a 69 anos","Homem",321
210690,"60 a 64 anos","Homem",421
210690,"55 a 59 anos","Homem",505
210690,"50 a 54 anos","Homem",533
210690,"45 a 49 anos","Homem",659
210690,"40 a 44 anos","Homem",710
210690,"35 a 39 anos","Homem",822
210690,"30 a 34 anos","Homem",1001
210690,"25 a 29 anos","Homem",1299
210690,"20 a 24 anos","Homem",1464
210690,"15 a 19 anos","Homem",1899
210690,"10 a 14 anos","Homem",2142
210690,"5 a 9 anos","Homem",1986
210690,"0 a 4 anos","Homem",1871
210680,"Mais de 100 anos","Homem",1
210680,"95 a 99 anos","Homem",7
210680,"90 a 94 anos","Homem",21
210680,"85 a 89 anos","Homem",37
210680,"80 a 84 anos","Homem",58
210680,"75 a 79 anos","Homem",101
210680,"70 a 74 anos","Homem",127
210680,"65 a 69 anos","Homem",172
210680,"60 a 64 anos","Homem",209
210680,"55 a 59 anos","Homem",244
210680,"50 a 54 anos","Homem",287
210680,"45 a 49 anos","Homem",320
210680,"40 a 44 anos","Homem",403
210680,"35 a 39 anos","Homem",458
210680,"30 a 34 anos","Homem",524
210680,"25 a 29 anos","Homem",583
210680,"20 a 24 anos","Homem",630
210680,"15 a 19 anos","Homem",810
210680,"10 a 14 anos","Homem",810
210680,"5 a 9 anos","Homem",793
210680,"0 a 4 anos","Homem",692
210675,"Mais de 100 anos","Homem",2
210675,"95 a 99 anos","Homem",2
210675,"90 a 94 anos","Homem",12
210675,"85 a 89 anos","Homem",44
210675,"80 a 84 anos","Homem",57
210675,"75 a 79 anos","Homem",134
210675,"70 a 74 anos","Homem",171
210675,"65 a 69 anos","Homem",275
210675,"60 a 64 anos","Homem",300
210675,"55 a 59 anos","Homem",423
210675,"50 a 54 anos","Homem",406
210675,"45 a 49 anos","Homem",480
210675,"40 a 44 anos","Homem",607
210675,"35 a 39 anos","Homem",735
210675,"30 a 34 anos","Homem",1079
210675,"25 a 29 anos","Homem",1243
210675,"20 a 24 anos","Homem",1246
210675,"15 a 19 anos","Homem",1111
210675,"10 a 14 anos","Homem",1315
210675,"5 a 9 anos","Homem",1128
210675,"0 a 4 anos","Homem",1039
210670,"Mais de 100 anos","Homem",3
210670,"95 a 99 anos","Homem",7
210670,"90 a 94 anos","Homem",25
210670,"85 a 89 anos","Homem",29
210670,"80 a 84 anos","Homem",56
210670,"75 a 79 anos","Homem",93
210670,"70 a 74 anos","Homem",194
210670,"65 a 69 anos","Homem",223
210670,"60 a 64 anos","Homem",282
210670,"55 a 59 anos","Homem",332
210670,"50 a 54 anos","Homem",403
210670,"45 a 49 anos","Homem",468
210670,"40 a 44 anos","Homem",487
210670,"35 a 39 anos","Homem",649
210670,"30 a 34 anos","Homem",718
210670,"25 a 29 anos","Homem",799
210670,"20 a 24 anos","Homem",993
210670,"15 a 19 anos","Homem",1222
210670,"10 a 14 anos","Homem",1308
210670,"5 a 9 anos","Homem",1161
210670,"0 a 4 anos","Homem",1004
210667,"Mais de 100 anos","Homem",NA
210667,"95 a 99 anos","Homem",1
210667,"90 a 94 anos","Homem",7
210667,"85 a 89 anos","Homem",23
210667,"80 a 84 anos","Homem",21
210667,"75 a 79 anos","Homem",41
210667,"70 a 74 anos","Homem",62
210667,"65 a 69 anos","Homem",87
210667,"60 a 64 anos","Homem",100
210667,"55 a 59 anos","Homem",128
210667,"50 a 54 anos","Homem",162
210667,"45 a 49 anos","Homem",145
210667,"40 a 44 anos","Homem",175
210667,"35 a 39 anos","Homem",240
210667,"30 a 34 anos","Homem",300
210667,"25 a 29 anos","Homem",360
210667,"20 a 24 anos","Homem",391
210667,"15 a 19 anos","Homem",398
210667,"10 a 14 anos","Homem",493
210667,"5 a 9 anos","Homem",565
210667,"0 a 4 anos","Homem",497
210663,"Mais de 100 anos","Homem",NA
210663,"95 a 99 anos","Homem",3
210663,"90 a 94 anos","Homem",17
210663,"85 a 89 anos","Homem",14
210663,"80 a 84 anos","Homem",30
210663,"75 a 79 anos","Homem",44
210663,"70 a 74 anos","Homem",97
210663,"65 a 69 anos","Homem",151
210663,"60 a 64 anos","Homem",189
210663,"55 a 59 anos","Homem",235
210663,"50 a 54 anos","Homem",263
210663,"45 a 49 anos","Homem",289
210663,"40 a 44 anos","Homem",342
210663,"35 a 39 anos","Homem",405
210663,"30 a 34 anos","Homem",616
210663,"25 a 29 anos","Homem",623
210663,"20 a 24 anos","Homem",748
210663,"15 a 19 anos","Homem",721
210663,"10 a 14 anos","Homem",917
210663,"5 a 9 anos","Homem",876
210663,"0 a 4 anos","Homem",661
210660,"Mais de 100 anos","Homem",5
210660,"95 a 99 anos","Homem",6
210660,"90 a 94 anos","Homem",21
210660,"85 a 89 anos","Homem",44
210660,"80 a 84 anos","Homem",97
210660,"75 a 79 anos","Homem",209
210660,"70 a 74 anos","Homem",337
210660,"65 a 69 anos","Homem",407
210660,"60 a 64 anos","Homem",474
210660,"55 a 59 anos","Homem",516
210660,"50 a 54 anos","Homem",593
210660,"45 a 49 anos","Homem",645
210660,"40 a 44 anos","Homem",714
210660,"35 a 39 anos","Homem",817
210660,"30 a 34 anos","Homem",1036
210660,"25 a 29 anos","Homem",1232
210660,"20 a 24 anos","Homem",1366
210660,"15 a 19 anos","Homem",1569
210660,"10 a 14 anos","Homem",1863
210660,"5 a 9 anos","Homem",1924
210660,"0 a 4 anos","Homem",1708
210650,"Mais de 100 anos","Homem",3
210650,"95 a 99 anos","Homem",7
210650,"90 a 94 anos","Homem",12
210650,"85 a 89 anos","Homem",37
210650,"80 a 84 anos","Homem",71
210650,"75 a 79 anos","Homem",147
210650,"70 a 74 anos","Homem",189
210650,"65 a 69 anos","Homem",270
210650,"60 a 64 anos","Homem",262
210650,"55 a 59 anos","Homem",361
210650,"50 a 54 anos","Homem",432
210650,"45 a 49 anos","Homem",492
210650,"40 a 44 anos","Homem",581
210650,"35 a 39 anos","Homem",641
210650,"30 a 34 anos","Homem",782
210650,"25 a 29 anos","Homem",1032
210650,"20 a 24 anos","Homem",1109
210650,"15 a 19 anos","Homem",1174
210650,"10 a 14 anos","Homem",1255
210650,"5 a 9 anos","Homem",1093
210650,"0 a 4 anos","Homem",1077
210640,"Mais de 100 anos","Homem",7
210640,"95 a 99 anos","Homem",6
210640,"90 a 94 anos","Homem",13
210640,"85 a 89 anos","Homem",29
210640,"80 a 84 anos","Homem",44
210640,"75 a 79 anos","Homem",99
210640,"70 a 74 anos","Homem",146
210640,"65 a 69 anos","Homem",145
210640,"60 a 64 anos","Homem",177
210640,"55 a 59 anos","Homem",225
210640,"50 a 54 anos","Homem",266
210640,"45 a 49 anos","Homem",302
210640,"40 a 44 anos","Homem",357
210640,"35 a 39 anos","Homem",414
210640,"30 a 34 anos","Homem",523
210640,"25 a 29 anos","Homem",679
210640,"20 a 24 anos","Homem",725
210640,"15 a 19 anos","Homem",807
210640,"10 a 14 anos","Homem",853
210640,"5 a 9 anos","Homem",913
210640,"0 a 4 anos","Homem",861
210637,"Mais de 100 anos","Homem",NA
210637,"95 a 99 anos","Homem",3
210637,"90 a 94 anos","Homem",8
210637,"85 a 89 anos","Homem",14
210637,"80 a 84 anos","Homem",38
210637,"75 a 79 anos","Homem",53
210637,"70 a 74 anos","Homem",100
210637,"65 a 69 anos","Homem",111
210637,"60 a 64 anos","Homem",160
210637,"55 a 59 anos","Homem",194
210637,"50 a 54 anos","Homem",283
210637,"45 a 49 anos","Homem",313
210637,"40 a 44 anos","Homem",439
210637,"35 a 39 anos","Homem",449
210637,"30 a 34 anos","Homem",563
210637,"25 a 29 anos","Homem",605
210637,"20 a 24 anos","Homem",787
210637,"15 a 19 anos","Homem",861
210637,"10 a 14 anos","Homem",837
210637,"5 a 9 anos","Homem",678
210637,"0 a 4 anos","Homem",672
210635,"Mais de 100 anos","Homem",NA
210635,"95 a 99 anos","Homem",2
210635,"90 a 94 anos","Homem",NA
210635,"85 a 89 anos","Homem",6
210635,"80 a 84 anos","Homem",10
210635,"75 a 79 anos","Homem",23
210635,"70 a 74 anos","Homem",39
210635,"65 a 69 anos","Homem",42
210635,"60 a 64 anos","Homem",104
210635,"55 a 59 anos","Homem",121
210635,"50 a 54 anos","Homem",136
210635,"45 a 49 anos","Homem",172
210635,"40 a 44 anos","Homem",200
210635,"35 a 39 anos","Homem",274
210635,"30 a 34 anos","Homem",310
210635,"25 a 29 anos","Homem",318
210635,"20 a 24 anos","Homem",377
210635,"15 a 19 anos","Homem",557
210635,"10 a 14 anos","Homem",576
210635,"5 a 9 anos","Homem",610
210635,"0 a 4 anos","Homem",513
210632,"Mais de 100 anos","Homem",NA
210632,"95 a 99 anos","Homem",1
210632,"90 a 94 anos","Homem",11
210632,"85 a 89 anos","Homem",24
210632,"80 a 84 anos","Homem",57
210632,"75 a 79 anos","Homem",110
210632,"70 a 74 anos","Homem",162
210632,"65 a 69 anos","Homem",194
210632,"60 a 64 anos","Homem",255
210632,"55 a 59 anos","Homem",275
210632,"50 a 54 anos","Homem",299
210632,"45 a 49 anos","Homem",380
210632,"40 a 44 anos","Homem",444
210632,"35 a 39 anos","Homem",488
210632,"30 a 34 anos","Homem",675
210632,"25 a 29 anos","Homem",783
210632,"20 a 24 anos","Homem",914
210632,"15 a 19 anos","Homem",1054
210632,"10 a 14 anos","Homem",1193
210632,"5 a 9 anos","Homem",1111
210632,"0 a 4 anos","Homem",1163
210630,"Mais de 100 anos","Homem",1
210630,"95 a 99 anos","Homem",4
210630,"90 a 94 anos","Homem",17
210630,"85 a 89 anos","Homem",45
210630,"80 a 84 anos","Homem",57
210630,"75 a 79 anos","Homem",120
210630,"70 a 74 anos","Homem",162
210630,"65 a 69 anos","Homem",198
210630,"60 a 64 anos","Homem",256
210630,"55 a 59 anos","Homem",298
210630,"50 a 54 anos","Homem",290
210630,"45 a 49 anos","Homem",399
210630,"40 a 44 anos","Homem",447
210630,"35 a 39 anos","Homem",591
210630,"30 a 34 anos","Homem",713
210630,"25 a 29 anos","Homem",774
210630,"20 a 24 anos","Homem",866
210630,"15 a 19 anos","Homem",948
210630,"10 a 14 anos","Homem",1006
210630,"5 a 9 anos","Homem",920
210630,"0 a 4 anos","Homem",867
210620,"Mais de 100 anos","Homem",NA
210620,"95 a 99 anos","Homem",NA
210620,"90 a 94 anos","Homem",4
210620,"85 a 89 anos","Homem",7
210620,"80 a 84 anos","Homem",29
210620,"75 a 79 anos","Homem",35
210620,"70 a 74 anos","Homem",65
210620,"65 a 69 anos","Homem",69
210620,"60 a 64 anos","Homem",78
210620,"55 a 59 anos","Homem",97
210620,"50 a 54 anos","Homem",118
210620,"45 a 49 anos","Homem",165
210620,"40 a 44 anos","Homem",184
210620,"35 a 39 anos","Homem",188
210620,"30 a 34 anos","Homem",254
210620,"25 a 29 anos","Homem",277
210620,"20 a 24 anos","Homem",349
210620,"15 a 19 anos","Homem",395
210620,"10 a 14 anos","Homem",399
210620,"5 a 9 anos","Homem",327
210620,"0 a 4 anos","Homem",359
210610,"Mais de 100 anos","Homem",NA
210610,"95 a 99 anos","Homem",1
210610,"90 a 94 anos","Homem",8
210610,"85 a 89 anos","Homem",17
210610,"80 a 84 anos","Homem",46
210610,"75 a 79 anos","Homem",58
210610,"70 a 74 anos","Homem",94
210610,"65 a 69 anos","Homem",140
210610,"60 a 64 anos","Homem",160
210610,"55 a 59 anos","Homem",165
210610,"50 a 54 anos","Homem",258
210610,"45 a 49 anos","Homem",285
210610,"40 a 44 anos","Homem",316
210610,"35 a 39 anos","Homem",314
210610,"30 a 34 anos","Homem",397
210610,"25 a 29 anos","Homem",517
210610,"20 a 24 anos","Homem",647
210610,"15 a 19 anos","Homem",691
210610,"10 a 14 anos","Homem",652
210610,"5 a 9 anos","Homem",584
210610,"0 a 4 anos","Homem",520
210600,"Mais de 100 anos","Homem",NA
210600,"95 a 99 anos","Homem",1
210600,"90 a 94 anos","Homem",12
210600,"85 a 89 anos","Homem",39
210600,"80 a 84 anos","Homem",52
210600,"75 a 79 anos","Homem",99
210600,"70 a 74 anos","Homem",110
210600,"65 a 69 anos","Homem",150
210600,"60 a 64 anos","Homem",210
210600,"55 a 59 anos","Homem",198
210600,"50 a 54 anos","Homem",262
210600,"45 a 49 anos","Homem",289
210600,"40 a 44 anos","Homem",302
210600,"35 a 39 anos","Homem",299
210600,"30 a 34 anos","Homem",402
210600,"25 a 29 anos","Homem",479
210600,"20 a 24 anos","Homem",532
210600,"15 a 19 anos","Homem",565
210600,"10 a 14 anos","Homem",558
210600,"5 a 9 anos","Homem",571
210600,"0 a 4 anos","Homem",485
210598,"Mais de 100 anos","Homem",NA
210598,"95 a 99 anos","Homem",NA
210598,"90 a 94 anos","Homem",8
210598,"85 a 89 anos","Homem",6
210598,"80 a 84 anos","Homem",26
210598,"75 a 79 anos","Homem",50
210598,"70 a 74 anos","Homem",76
210598,"65 a 69 anos","Homem",89
210598,"60 a 64 anos","Homem",103
210598,"55 a 59 anos","Homem",119
210598,"50 a 54 anos","Homem",162
210598,"45 a 49 anos","Homem",181
210598,"40 a 44 anos","Homem",207
210598,"35 a 39 anos","Homem",232
210598,"30 a 34 anos","Homem",281
210598,"25 a 29 anos","Homem",284
210598,"20 a 24 anos","Homem",319
210598,"15 a 19 anos","Homem",395
210598,"10 a 14 anos","Homem",362
210598,"5 a 9 anos","Homem",369
210598,"0 a 4 anos","Homem",355
210596,"Mais de 100 anos","Homem",NA
210596,"95 a 99 anos","Homem",2
210596,"90 a 94 anos","Homem",4
210596,"85 a 89 anos","Homem",17
210596,"80 a 84 anos","Homem",33
210596,"75 a 79 anos","Homem",35
210596,"70 a 74 anos","Homem",68
210596,"65 a 69 anos","Homem",81
210596,"60 a 64 anos","Homem",145
210596,"55 a 59 anos","Homem",158
210596,"50 a 54 anos","Homem",197
210596,"45 a 49 anos","Homem",221
210596,"40 a 44 anos","Homem",252
210596,"35 a 39 anos","Homem",291
210596,"30 a 34 anos","Homem",330
210596,"25 a 29 anos","Homem",429
210596,"20 a 24 anos","Homem",508
210596,"15 a 19 anos","Homem",712
210596,"10 a 14 anos","Homem",694
210596,"5 a 9 anos","Homem",732
210596,"0 a 4 anos","Homem",635
210594,"Mais de 100 anos","Homem",NA
210594,"95 a 99 anos","Homem",2
210594,"90 a 94 anos","Homem",13
210594,"85 a 89 anos","Homem",23
210594,"80 a 84 anos","Homem",32
210594,"75 a 79 anos","Homem",50
210594,"70 a 74 anos","Homem",79
210594,"65 a 69 anos","Homem",95
210594,"60 a 64 anos","Homem",124
210594,"55 a 59 anos","Homem",135
210594,"50 a 54 anos","Homem",163
210594,"45 a 49 anos","Homem",173
210594,"40 a 44 anos","Homem",204
210594,"35 a 39 anos","Homem",238
210594,"30 a 34 anos","Homem",284
210594,"25 a 29 anos","Homem",316
210594,"20 a 24 anos","Homem",312
210594,"15 a 19 anos","Homem",426
210594,"10 a 14 anos","Homem",451
210594,"5 a 9 anos","Homem",382
210594,"0 a 4 anos","Homem",364
210592,"Mais de 100 anos","Homem",NA
210592,"95 a 99 anos","Homem",NA
210592,"90 a 94 anos","Homem",5
210592,"85 a 89 anos","Homem",13
210592,"80 a 84 anos","Homem",30
210592,"75 a 79 anos","Homem",60
210592,"70 a 74 anos","Homem",105
210592,"65 a 69 anos","Homem",155
210592,"60 a 64 anos","Homem",156
210592,"55 a 59 anos","Homem",157
210592,"50 a 54 anos","Homem",231
210592,"45 a 49 anos","Homem",274
210592,"40 a 44 anos","Homem",320
210592,"35 a 39 anos","Homem",319
210592,"30 a 34 anos","Homem",433
210592,"25 a 29 anos","Homem",465
210592,"20 a 24 anos","Homem",593
210592,"15 a 19 anos","Homem",616
210592,"10 a 14 anos","Homem",602
210592,"5 a 9 anos","Homem",583
210592,"0 a 4 anos","Homem",492
210590,"Mais de 100 anos","Homem",1
210590,"95 a 99 anos","Homem",2
210590,"90 a 94 anos","Homem",17
210590,"85 a 89 anos","Homem",29
210590,"80 a 84 anos","Homem",59
210590,"75 a 79 anos","Homem",92
210590,"70 a 74 anos","Homem",127
210590,"65 a 69 anos","Homem",166
210590,"60 a 64 anos","Homem",200
210590,"55 a 59 anos","Homem",236
210590,"50 a 54 anos","Homem",302
210590,"45 a 49 anos","Homem",314
210590,"40 a 44 anos","Homem",310
210590,"35 a 39 anos","Homem",409
210590,"30 a 34 anos","Homem",544
210590,"25 a 29 anos","Homem",649
210590,"20 a 24 anos","Homem",722
210590,"15 a 19 anos","Homem",832
210590,"10 a 14 anos","Homem",877
210590,"5 a 9 anos","Homem",993
210590,"0 a 4 anos","Homem",848
210580,"Mais de 100 anos","Homem",2
210580,"95 a 99 anos","Homem",NA
210580,"90 a 94 anos","Homem",4
210580,"85 a 89 anos","Homem",20
210580,"80 a 84 anos","Homem",36
210580,"75 a 79 anos","Homem",54
210580,"70 a 74 anos","Homem",103
210580,"65 a 69 anos","Homem",101
210580,"60 a 64 anos","Homem",121
210580,"55 a 59 anos","Homem",156
210580,"50 a 54 anos","Homem",243
210580,"45 a 49 anos","Homem",252
210580,"40 a 44 anos","Homem",283
210580,"35 a 39 anos","Homem",326
210580,"30 a 34 anos","Homem",364
210580,"25 a 29 anos","Homem",404
210580,"20 a 24 anos","Homem",540
210580,"15 a 19 anos","Homem",640
210580,"10 a 14 anos","Homem",652
210580,"5 a 9 anos","Homem",594
210580,"0 a 4 anos","Homem",520
210570,"Mais de 100 anos","Homem",3
210570,"95 a 99 anos","Homem",8
210570,"90 a 94 anos","Homem",46
210570,"85 a 89 anos","Homem",108
210570,"80 a 84 anos","Homem",162
210570,"75 a 79 anos","Homem",264
210570,"70 a 74 anos","Homem",423
210570,"65 a 69 anos","Homem",554
210570,"60 a 64 anos","Homem",621
210570,"55 a 59 anos","Homem",679
210570,"50 a 54 anos","Homem",813
210570,"45 a 49 anos","Homem",102
210570,"40 a 44 anos","Homem",1135
210570,"35 a 39 anos","Homem",1354
210570,"30 a 34 anos","Homem",1595
210570,"25 a 29 anos","Homem",1871
210570,"20 a 24 anos","Homem",2181
210570,"15 a 19 anos","Homem",2602
210570,"10 a 14 anos","Homem",2783
210570,"5 a 9 anos","Homem",2499
210570,"0 a 4 anos","Homem",2244
210565,"Mais de 100 anos","Homem",1
210565,"95 a 99 anos","Homem",NA
210565,"90 a 94 anos","Homem",NA
210565,"85 a 89 anos","Homem",8
210565,"80 a 84 anos","Homem",9
210565,"75 a 79 anos","Homem",19
210565,"70 a 74 anos","Homem",29
210565,"65 a 69 anos","Homem",37
210565,"60 a 64 anos","Homem",50
210565,"55 a 59 anos","Homem",69
210565,"50 a 54 anos","Homem",67
210565,"45 a 49 anos","Homem",83
210565,"40 a 44 anos","Homem",107
210565,"35 a 39 anos","Homem",107
210565,"30 a 34 anos","Homem",156
210565,"25 a 29 anos","Homem",179
210565,"20 a 24 anos","Homem",190
210565,"15 a 19 anos","Homem",216
210565,"10 a 14 anos","Homem",250
210565,"5 a 9 anos","Homem",219
210565,"0 a 4 anos","Homem",211
210560,"Mais de 100 anos","Homem",NA
210560,"95 a 99 anos","Homem",4
210560,"90 a 94 anos","Homem",10
210560,"85 a 89 anos","Homem",37
210560,"80 a 84 anos","Homem",50
210560,"75 a 79 anos","Homem",95
210560,"70 a 74 anos","Homem",169
210560,"65 a 69 anos","Homem",187
210560,"60 a 64 anos","Homem",237
210560,"55 a 59 anos","Homem",276
210560,"50 a 54 anos","Homem",300
210560,"45 a 49 anos","Homem",348
210560,"40 a 44 anos","Homem",388
210560,"35 a 39 anos","Homem",433
210560,"30 a 34 anos","Homem",569
210560,"25 a 29 anos","Homem",663
210560,"20 a 24 anos","Homem",734
210560,"15 a 19 anos","Homem",851
210560,"10 a 14 anos","Homem",843
210560,"5 a 9 anos","Homem",832
210560,"0 a 4 anos","Homem",789
210550,"Mais de 100 anos","Homem",NA
210550,"95 a 99 anos","Homem",2
210550,"90 a 94 anos","Homem",14
210550,"85 a 89 anos","Homem",50
210550,"80 a 84 anos","Homem",74
210550,"75 a 79 anos","Homem",120
210550,"70 a 74 anos","Homem",197
210550,"65 a 69 anos","Homem",226
210550,"60 a 64 anos","Homem",290
210550,"55 a 59 anos","Homem",310
210550,"50 a 54 anos","Homem",355
210550,"45 a 49 anos","Homem",427
210550,"40 a 44 anos","Homem",499
210550,"35 a 39 anos","Homem",598
210550,"30 a 34 anos","Homem",781
210550,"25 a 29 anos","Homem",864
210550,"20 a 24 anos","Homem",994
210550,"15 a 19 anos","Homem",1044
210550,"10 a 14 anos","Homem",1149
210550,"5 a 9 anos","Homem",1062
210550,"0 a 4 anos","Homem",921
210547,"Mais de 100 anos","Homem",NA
210547,"95 a 99 anos","Homem",7
210547,"90 a 94 anos","Homem",13
210547,"85 a 89 anos","Homem",29
210547,"80 a 84 anos","Homem",39
210547,"75 a 79 anos","Homem",70
210547,"70 a 74 anos","Homem",138
210547,"65 a 69 anos","Homem",122
210547,"60 a 64 anos","Homem",183
210547,"55 a 59 anos","Homem",165
210547,"50 a 54 anos","Homem",242
210547,"45 a 49 anos","Homem",303
210547,"40 a 44 anos","Homem",359
210547,"35 a 39 anos","Homem",441
210547,"30 a 34 anos","Homem",631
210547,"25 a 29 anos","Homem",653
210547,"20 a 24 anos","Homem",727
210547,"15 a 19 anos","Homem",928
210547,"10 a 14 anos","Homem",964
210547,"5 a 9 anos","Homem",988
210547,"0 a 4 anos","Homem",974
210545,"Mais de 100 anos","Homem",NA
210545,"95 a 99 anos","Homem",2
210545,"90 a 94 anos","Homem",11
210545,"85 a 89 anos","Homem",15
210545,"80 a 84 anos","Homem",28
210545,"75 a 79 anos","Homem",37
210545,"70 a 74 anos","Homem",59
210545,"65 a 69 anos","Homem",85
210545,"60 a 64 anos","Homem",126
210545,"55 a 59 anos","Homem",126
210545,"50 a 54 anos","Homem",168
210545,"45 a 49 anos","Homem",189
210545,"40 a 44 anos","Homem",225
210545,"35 a 39 anos","Homem",245
210545,"30 a 34 anos","Homem",301
210545,"25 a 29 anos","Homem",350
210545,"20 a 24 anos","Homem",377
210545,"15 a 19 anos","Homem",472
210545,"10 a 14 anos","Homem",541
210545,"5 a 9 anos","Homem",461
210545,"0 a 4 anos","Homem",485
210542,"Mais de 100 anos","Homem",NA
210542,"95 a 99 anos","Homem",6
210542,"90 a 94 anos","Homem",13
210542,"85 a 89 anos","Homem",26
210542,"80 a 84 anos","Homem",61
210542,"75 a 79 anos","Homem",106
210542,"70 a 74 anos","Homem",194
210542,"65 a 69 anos","Homem",257
210542,"60 a 64 anos","Homem",333
210542,"55 a 59 anos","Homem",442
210542,"50 a 54 anos","Homem",497
210542,"45 a 49 anos","Homem",596
210542,"40 a 44 anos","Homem",705
210542,"35 a 39 anos","Homem",801
210542,"30 a 34 anos","Homem",900
210542,"25 a 29 anos","Homem",1097
210542,"20 a 24 anos","Homem",1131
210542,"15 a 19 anos","Homem",1306
210542,"10 a 14 anos","Homem",1478
210542,"5 a 9 anos","Homem",1376
210542,"0 a 4 anos","Homem",1263
210540,"Mais de 100 anos","Homem",4
210540,"95 a 99 anos","Homem",22
210540,"90 a 94 anos","Homem",60
210540,"85 a 89 anos","Homem",109
210540,"80 a 84 anos","Homem",194
210540,"75 a 79 anos","Homem",351
210540,"70 a 74 anos","Homem",485
210540,"65 a 69 anos","Homem",636
210540,"60 a 64 anos","Homem",861
210540,"55 a 59 anos","Homem",937
210540,"50 a 54 anos","Homem",1163
210540,"45 a 49 anos","Homem",1308
210540,"40 a 44 anos","Homem",1538
210540,"35 a 39 anos","Homem",1727
210540,"30 a 34 anos","Homem",2181
210540,"25 a 29 anos","Homem",2528
210540,"20 a 24 anos","Homem",3246
210540,"15 a 19 anos","Homem",3256
210540,"10 a 14 anos","Homem",3752
210540,"5 a 9 anos","Homem",3304
210540,"0 a 4 anos","Homem",3363
210535,"Mais de 100 anos","Homem",NA
210535,"95 a 99 anos","Homem",2
210535,"90 a 94 anos","Homem",8
210535,"85 a 89 anos","Homem",17
210535,"80 a 84 anos","Homem",35
210535,"75 a 79 anos","Homem",56
210535,"70 a 74 anos","Homem",108
210535,"65 a 69 anos","Homem",155
210535,"60 a 64 anos","Homem",184
210535,"55 a 59 anos","Homem",189
210535,"50 a 54 anos","Homem",232
210535,"45 a 49 anos","Homem",287
210535,"40 a 44 anos","Homem",320
210535,"35 a 39 anos","Homem",394
210535,"30 a 34 anos","Homem",479
210535,"25 a 29 anos","Homem",618
210535,"20 a 24 anos","Homem",766
210535,"15 a 19 anos","Homem",848
210535,"10 a 14 anos","Homem",940
210535,"5 a 9 anos","Homem",864
210535,"0 a 4 anos","Homem",886
210530,"Mais de 100 anos","Homem",3
210530,"95 a 99 anos","Homem",40
210530,"90 a 94 anos","Homem",143
210530,"85 a 89 anos","Homem",330
210530,"80 a 84 anos","Homem",671
210530,"75 a 79 anos","Homem",1137
210530,"70 a 74 anos","Homem",1772
210530,"65 a 69 anos","Homem",2209
210530,"60 a 64 anos","Homem",2977
210530,"55 a 59 anos","Homem",3883
210530,"50 a 54 anos","Homem",4881
210530,"45 a 49 anos","Homem",6001
210530,"40 a 44 anos","Homem",7125
210530,"35 a 39 anos","Homem",8091
210530,"30 a 34 anos","Homem",10251
210530,"25 a 29 anos","Homem",11597
210530,"20 a 24 anos","Homem",12433
210530,"15 a 19 anos","Homem",11911
210530,"10 a 14 anos","Homem",12301
210530,"5 a 9 anos","Homem",10959
210530,"0 a 4 anos","Homem",10512
210520,"Mais de 100 anos","Homem",NA
210520,"95 a 99 anos","Homem",3
210520,"90 a 94 anos","Homem",14
210520,"85 a 89 anos","Homem",23
210520,"80 a 84 anos","Homem",37
210520,"75 a 79 anos","Homem",58
210520,"70 a 74 anos","Homem",117
210520,"65 a 69 anos","Homem",131
210520,"60 a 64 anos","Homem",184
210520,"55 a 59 anos","Homem",176
210520,"50 a 54 anos","Homem",246
210520,"45 a 49 anos","Homem",261
210520,"40 a 44 anos","Homem",296
210520,"35 a 39 anos","Homem",331
210520,"30 a 34 anos","Homem",459
210520,"25 a 29 anos","Homem",506
210520,"20 a 24 anos","Homem",519
210520,"15 a 19 anos","Homem",522
210520,"10 a 14 anos","Homem",549
210520,"5 a 9 anos","Homem",527
210520,"0 a 4 anos","Homem",467
210515,"Mais de 100 anos","Homem",NA
210515,"95 a 99 anos","Homem",3
210515,"90 a 94 anos","Homem",9
210515,"85 a 89 anos","Homem",23
210515,"80 a 84 anos","Homem",33
210515,"75 a 79 anos","Homem",62
210515,"70 a 74 anos","Homem",96
210515,"65 a 69 anos","Homem",141
210515,"60 a 64 anos","Homem",160
210515,"55 a 59 anos","Homem",163
210515,"50 a 54 anos","Homem",220
210515,"45 a 49 anos","Homem",273
210515,"40 a 44 anos","Homem",246
210515,"35 a 39 anos","Homem",317
210515,"30 a 34 anos","Homem",399
210515,"25 a 29 anos","Homem",573
210515,"20 a 24 anos","Homem",613
210515,"15 a 19 anos","Homem",721
