"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"2541",210930,"Presidente Vargas","55-59",186,"Feminino"
"2542",210940,"Primeira Cruz","55-59",203,"Feminino"
"2543",210945,"Raposa","55-59",518,"Feminino"
"2544",210950,"Riachão","55-59",412,"Feminino"
"2545",210955,"Ribamar Fiquene","55-59",169,"Feminino"
"2546",210960,"Rosário","55-59",913,"Feminino"
"2547",210970,"Sambaíba","55-59",122,"Feminino"
"2548",210975,"Santa Filomena do Maranhão","55-59",119,"Feminino"
"2549",210980,"Santa Helena","55-59",676,"Feminino"
"2550",210990,"Santa Inês","55-59",1815,"Feminino"
"2551",211000,"Santa Luzia","55-59",1258,"Feminino"
"2552",211003,"Santa Luzia do Paruá","55-59",442,"Feminino"
"2553",211010,"Santa Quitéria do Maranhão","55-59",498,"Feminino"
"2554",211020,"Santa Rita","55-59",679,"Feminino"
"2555",211023,"Santana do Maranhão","55-59",180,"Feminino"
"2556",211027,"Santo Amaro do Maranhão","55-59",170,"Feminino"
"2557",211030,"Santo Antônio dos Lopes","55-59",316,"Feminino"
"2558",211040,"São Benedito do Rio Preto","55-59",321,"Feminino"
"2559",211050,"São Bento","55-59",957,"Feminino"
"2560",211060,"São Bernardo","55-59",533,"Feminino"
"2561",211065,"São Domingos do Azeitão","55-59",144,"Feminino"
"2562",211070,"São Domingos do Maranhão","55-59",699,"Feminino"
"2563",211080,"São Félix de Balsas","55-59",109,"Feminino"
"2564",211085,"São Francisco do Brejão","55-59",237,"Feminino"
"2565",211090,"São Francisco do Maranhão","55-59",260,"Feminino"
"2566",211100,"São João Batista","55-59",429,"Feminino"
"2567",211102,"São João do Carú","55-59",175,"Feminino"
"2568",211105,"São João do Paraíso","55-59",237,"Feminino"
"2569",211107,"São João do Soter","55-59",352,"Feminino"
"2570",211110,"São João dos Patos","55-59",663,"Feminino"
"2571",211120,"São José de Ribamar","55-59",3906,"Feminino"
"2572",211125,"São José dos Basílios","55-59",173,"Feminino"
"2573",211130,"São Luís","55-59",28830,"Feminino"
"2574",211140,"São Luís Gonzaga do Maranhão","55-59",367,"Feminino"
"2575",211150,"São Mateus do Maranhão","55-59",884,"Feminino"
"2576",211153,"São Pedro da Água Branca","55-59",220,"Feminino"
"2577",211157,"São Pedro dos Crentes","55-59",90,"Feminino"
"2578",211160,"São Raimundo das Mangabeiras","55-59",392,"Feminino"
"2579",211163,"São Raimundo do Doca Bezerra","55-59",92,"Feminino"
"2580",211167,"São Roberto","55-59",87,"Feminino"
"2581",211170,"São Vicente Ferrer","55-59",471,"Feminino"
"2582",211172,"Satubinha","55-59",178,"Feminino"
"2583",211174,"Senador Alexandre Costa","55-59",193,"Feminino"
"2584",211176,"Senador La Rocque","55-59",289,"Feminino"
"2585",211178,"Serrano do Maranhão","55-59",163,"Feminino"
"2586",211180,"Sítio Novo","55-59",354,"Feminino"
"2587",211190,"Sucupira do Norte","55-59",242,"Feminino"
"2588",211195,"Sucupira do Riachão","55-59",144,"Feminino"
"2589",211200,"Tasso Fragoso","55-59",137,"Feminino"
"2590",211210,"Timbiras","55-59",615,"Feminino"
"2591",211220,"Timon","55-59",3868,"Feminino"
"2592",211223,"Trizidela do Vale","55-59",504,"Feminino"
"2593",211227,"Tufilândia","55-59",80,"Feminino"
"2594",211230,"Tuntum","55-59",829,"Feminino"
"2595",211240,"Turiaçu","55-59",537,"Feminino"
"2596",211245,"Turilândia","55-59",385,"Feminino"
"2597",211250,"Tutóia","55-59",892,"Feminino"
"2598",211260,"Urbano Santos","55-59",484,"Feminino"
"2599",211270,"Vargem Grande","55-59",902,"Feminino"
"2600",211280,"Viana","55-59",1051,"Feminino"
"2601",211285,"Vila Nova dos Martírios","55-59",183,"Feminino"
"2602",211290,"Vitória do Mearim","55-59",698,"Feminino"
"2603",211300,"Vitorino Freire","55-59",700,"Feminino"
"2604",211400,"Zé Doca","55-59",1042,"Feminino"
"2605",210005,"Açailândia","60-64",1697,"Feminino"
"2606",210010,"Afonso Cunha","60-64",93,"Feminino"
"2607",210015,"Água Doce do Maranhão","60-64",165,"Feminino"
"2608",210020,"Alcântara","60-64",391,"Feminino"
"2609",210030,"Aldeias Altas","60-64",341,"Feminino"
"2610",210040,"Altamira do Maranhão","60-64",164,"Feminino"
"2611",210043,"Alto Alegre do Maranhão","60-64",407,"Feminino"
"2612",210047,"Alto Alegre do Pindaré","60-64",494,"Feminino"
"2613",210050,"Alto Parnaíba","60-64",231,"Feminino"
"2614",210055,"Amapá do Maranhão","60-64",96,"Feminino"
"2615",210060,"Amarante do Maranhão","60-64",576,"Feminino"
"2616",210070,"Anajatuba","60-64",454,"Feminino"
"2617",210080,"Anapurus","60-64",198,"Feminino"
"2618",210083,"Apicum-Açu","60-64",262,"Feminino"
"2619",210087,"Araguanã","60-64",192,"Feminino"
"2620",210090,"Araioses","60-64",677,"Feminino"
"2621",210095,"Arame","60-64",385,"Feminino"
"2622",210100,"Arari","60-64",517,"Feminino"
"2623",210110,"Axixá","60-64",185,"Feminino"
"2624",210120,"Bacabal","60-64",2050,"Feminino"
"2625",210125,"Bacabeira","60-64",252,"Feminino"
"2626",210130,"Bacuri","60-64",327,"Feminino"
"2627",210135,"Bacurituba","60-64",80,"Feminino"
"2628",210140,"Balsas","60-64",1161,"Feminino"
"2629",210150,"Barão de Grajaú","60-64",376,"Feminino"
"2630",210160,"Barra do Corda","60-64",1382,"Feminino"
"2631",210170,"Barreirinhas","60-64",733,"Feminino"
"2632",210177,"Bela Vista do Maranhão","60-64",194,"Feminino"
"2633",210173,"Belágua","60-64",58,"Feminino"
"2634",210180,"Benedito Leite","60-64",107,"Feminino"
"2635",210190,"Bequimão","60-64",418,"Feminino"
"2636",210193,"Bernardo do Mearim","60-64",89,"Feminino"
"2637",210197,"Boa Vista do Gurupi","60-64",124,"Feminino"
"2638",210200,"Bom Jardim","60-64",592,"Feminino"
"2639",210203,"Bom Jesus das Selvas","60-64",298,"Feminino"
"2640",210207,"Bom Lugar","60-64",232,"Feminino"
"2641",210210,"Brejo","60-64",576,"Feminino"
"2642",210215,"Brejo de Areia","60-64",108,"Feminino"
"2643",210220,"Buriti","60-64",401,"Feminino"
"2644",210230,"Buriti Bravo","60-64",447,"Feminino"
"2645",210232,"Buriticupu","60-64",848,"Feminino"
"2646",210235,"Buritirana","60-64",280,"Feminino"
"2647",210237,"Cachoeira Grande","60-64",119,"Feminino"
"2648",210240,"Cajapió","60-64",157,"Feminino"
"2649",210250,"Cajari","60-64",300,"Feminino"
"2650",210255,"Campestre do Maranhão","60-64",181,"Feminino"
"2651",210260,"Cândido Mendes","60-64",251,"Feminino"
"2652",210270,"Cantanhede","60-64",284,"Feminino"
"2653",210275,"Capinzal do Norte","60-64",206,"Feminino"
"2654",210280,"Carolina","60-64",489,"Feminino"
"2655",210290,"Carutapera","60-64",313,"Feminino"
"2656",210300,"Caxias","60-64",3144,"Feminino"
"2657",210310,"Cedral","60-64",193,"Feminino"
"2658",210312,"Central do Maranhão","60-64",144,"Feminino"
"2659",210315,"Centro do Guilherme","60-64",109,"Feminino"
"2660",210317,"Centro Novo do Maranhão","60-64",159,"Feminino"
"2661",210320,"Chapadinha","60-64",1217,"Feminino"
"2662",210325,"Cidelândia","60-64",268,"Feminino"
"2663",210330,"Codó","60-64",2288,"Feminino"
"2664",210340,"Coelho Neto","60-64",977,"Feminino"
"2665",210350,"Colinas","60-64",659,"Feminino"
"2666",210355,"Conceição do Lago-Açu","60-64",218,"Feminino"
"2667",210360,"Coroatá","60-64",1100,"Feminino"
"2668",210370,"Cururupu","60-64",676,"Feminino"
"2669",210375,"Davinópolis","60-64",207,"Feminino"
"2670",210380,"Dom Pedro","60-64",390,"Feminino"
"2671",210390,"Duque Bacelar","60-64",150,"Feminino"
"2672",210400,"Esperantinópolis","60-64",352,"Feminino"
"2673",210405,"Estreito","60-64",447,"Feminino"
"2674",210407,"Feira Nova do Maranhão","60-64",151,"Feminino"
"2675",210408,"Fernando Falcão","60-64",114,"Feminino"
"2676",210409,"Formosa da Serra Negra","60-64",225,"Feminino"
"2677",210410,"Fortaleza dos Nogueiras","60-64",200,"Feminino"
"2678",210420,"Fortuna","60-64",300,"Feminino"
"2679",210430,"Godofredo Viana","60-64",119,"Feminino"
"2680",210440,"Gonçalves Dias","60-64",327,"Feminino"
"2681",210450,"Governador Archer","60-64",209,"Feminino"
"2682",210455,"Governador Edison Lobão","60-64",285,"Feminino"
"2683",210460,"Governador Eugênio Barros","60-64",273,"Feminino"
"2684",210462,"Governador Luiz Rocha","60-64",161,"Feminino"
"2685",210465,"Governador Newton Bello","60-64",132,"Feminino"
"2686",210467,"Governador Nunes Freire","60-64",386,"Feminino"
"2687",210470,"Graça Aranha","60-64",131,"Feminino"
"2688",210480,"Grajaú","60-64",832,"Feminino"
"2689",210490,"Guimarães","60-64",261,"Feminino"
"2690",210500,"Humberto de Campos","60-64",344,"Feminino"
"2691",210510,"Icatu","60-64",331,"Feminino"
"2692",210515,"Igarapé do Meio","60-64",181,"Feminino"
"2693",210520,"Igarapé Grande","60-64",228,"Feminino"
"2694",210530,"Imperatriz","60-64",4992,"Feminino"
"2695",210535,"Itaipava do Grajaú","60-64",177,"Feminino"
"2696",210540,"Itapecuru Mirim","60-64",1069,"Feminino"
"2697",210542,"Itinga do Maranhão","60-64",461,"Feminino"
"2698",210545,"Jatobá","60-64",172,"Feminino"
"2699",210547,"Jenipapo dos Vieiras","60-64",179,"Feminino"
"2700",210550,"João Lisboa","60-64",435,"Feminino"
"2701",210560,"Joselândia","60-64",276,"Feminino"
"2702",210565,"Junco do Maranhão","60-64",58,"Feminino"
"2703",210570,"Lago da Pedra","60-64",833,"Feminino"
"2704",210580,"Lago do Junco","60-64",194,"Feminino"
"2705",210594,"Lago dos Rodrigues","60-64",208,"Feminino"
"2706",210590,"Lago Verde","60-64",248,"Feminino"
"2707",210592,"Lagoa do Mato","60-64",198,"Feminino"
"2708",210596,"Lagoa Grande do Maranhão","60-64",155,"Feminino"
"2709",210598,"Lajeado Novo","60-64",117,"Feminino"
"2710",210600,"Lima Campos","60-64",251,"Feminino"
"2711",210610,"Loreto","60-64",192,"Feminino"
"2712",210620,"Luís Domingues","60-64",118,"Feminino"
"2713",210630,"Magalhães de Almeida","60-64",260,"Feminino"
"2714",210632,"Maracaçumé","60-64",292,"Feminino"
"2715",210635,"Marajá do Sena","60-64",65,"Feminino"
"2716",210637,"Maranhãozinho","60-64",221,"Feminino"
"2717",210640,"Mata Roma","60-64",227,"Feminino"
"2718",210650,"Matinha","60-64",399,"Feminino"
"2719",210660,"Matões","60-64",518,"Feminino"
"2720",210663,"Matões do Norte","60-64",229,"Feminino"
"2721",210667,"Milagres do Maranhão","60-64",115,"Feminino"
"2722",210670,"Mirador","60-64",338,"Feminino"
"2723",210675,"Miranda do Norte","60-64",446,"Feminino"
"2724",210680,"Mirinzal","60-64",231,"Feminino"
"2725",210690,"Monção","60-64",496,"Feminino"
"2726",210700,"Montes Altos","60-64",145,"Feminino"
"2727",210710,"Morros","60-64",262,"Feminino"
"2728",210720,"Nina Rodrigues","60-64",155,"Feminino"
"2729",210725,"Nova Colinas","60-64",86,"Feminino"
"2730",210730,"Nova Iorque","60-64",121,"Feminino"
"2731",210735,"Nova Olinda do Maranhão","60-64",307,"Feminino"
"2732",210740,"Olho d'Água das Cunhãs","60-64",410,"Feminino"
"2733",210745,"Olinda Nova do Maranhão","60-64",215,"Feminino"
"2734",210750,"Paço do Lumiar","60-64",2279,"Feminino"
"2735",210760,"Palmeirândia","60-64",348,"Feminino"
"2736",210770,"Paraibano","60-64",418,"Feminino"
"2737",210780,"Parnarama","60-64",619,"Feminino"
"2738",210790,"Passagem Franca","60-64",366,"Feminino"
"2739",210800,"Pastos Bons","60-64",330,"Feminino"
"2740",210805,"Paulino Neves","60-64",161,"Feminino"
"2741",210810,"Paulo Ramos","60-64",331,"Feminino"
"2742",210820,"Pedreiras","60-64",802,"Feminino"
"2743",210825,"Pedro do Rosário","60-64",269,"Feminino"
"2744",210830,"Penalva","60-64",520,"Feminino"
"2745",210840,"Peri Mirim","60-64",227,"Feminino"
"2746",210845,"Peritoró","60-64",372,"Feminino"
"2747",210850,"Pindaré-Mirim","60-64",593,"Feminino"
"2748",210860,"Pinheiro","60-64",1549,"Feminino"
"2749",210870,"Pio XII","60-64",358,"Feminino"
"2750",210880,"Pirapemas","60-64",263,"Feminino"
"2751",210890,"Poção de Pedras","60-64",391,"Feminino"
"2752",210900,"Porto Franco","60-64",370,"Feminino"
"2753",210905,"Porto Rico do Maranhão","60-64",127,"Feminino"
"2754",210910,"Presidente Dutra","60-64",926,"Feminino"
"2755",210920,"Presidente Juscelino","60-64",136,"Feminino"
"2756",210923,"Presidente Médici","60-64",100,"Feminino"
"2757",210927,"Presidente Sarney","60-64",268,"Feminino"
"2758",210930,"Presidente Vargas","60-64",142,"Feminino"
"2759",210940,"Primeira Cruz","60-64",178,"Feminino"
"2760",210945,"Raposa","60-64",444,"Feminino"
"2761",210950,"Riachão","60-64",331,"Feminino"
"2762",210955,"Ribamar Fiquene","60-64",134,"Feminino"
"2763",210960,"Rosário","60-64",716,"Feminino"
"2764",210970,"Sambaíba","60-64",120,"Feminino"
"2765",210975,"Santa Filomena do Maranhão","60-64",120,"Feminino"
"2766",210980,"Santa Helena","60-64",611,"Feminino"
"2767",210990,"Santa Inês","60-64",1578,"Feminino"
"2768",211000,"Santa Luzia","60-64",1098,"Feminino"
"2769",211003,"Santa Luzia do Paruá","60-64",378,"Feminino"
"2770",211010,"Santa Quitéria do Maranhão","60-64",403,"Feminino"
"2771",211020,"Santa Rita","60-64",556,"Feminino"
"2772",211023,"Santana do Maranhão","60-64",172,"Feminino"
"2773",211027,"Santo Amaro do Maranhão","60-64",170,"Feminino"
"2774",211030,"Santo Antônio dos Lopes","60-64",284,"Feminino"
"2775",211040,"São Benedito do Rio Preto","60-64",261,"Feminino"
"2776",211050,"São Bento","60-64",862,"Feminino"
"2777",211060,"São Bernardo","60-64",407,"Feminino"
"2778",211065,"São Domingos do Azeitão","60-64",124,"Feminino"
"2779",211070,"São Domingos do Maranhão","60-64",559,"Feminino"
"2780",211080,"São Félix de Balsas","60-64",92,"Feminino"
"2781",211085,"São Francisco do Brejão","60-64",176,"Feminino"
"2782",211090,"São Francisco do Maranhão","60-64",267,"Feminino"
"2783",211100,"São João Batista","60-64",308,"Feminino"
"2784",211102,"São João do Carú","60-64",155,"Feminino"
"2785",211105,"São João do Paraíso","60-64",179,"Feminino"
"2786",211107,"São João do Soter","60-64",343,"Feminino"
"2787",211110,"São João dos Patos","60-64",572,"Feminino"
"2788",211120,"São José de Ribamar","60-64",2905,"Feminino"
"2789",211125,"São José dos Basílios","60-64",158,"Feminino"
"2790",211130,"São Luís","60-64",23686,"Feminino"
"2791",211140,"São Luís Gonzaga do Maranhão","60-64",348,"Feminino"
"2792",211150,"São Mateus do Maranhão","60-64",727,"Feminino"
"2793",211153,"São Pedro da Água Branca","60-64",190,"Feminino"
"2794",211157,"São Pedro dos Crentes","60-64",76,"Feminino"
"2795",211160,"São Raimundo das Mangabeiras","60-64",327,"Feminino"
"2796",211163,"São Raimundo do Doca Bezerra","60-64",88,"Feminino"
"2797",211167,"São Roberto","60-64",66,"Feminino"
"2798",211170,"São Vicente Ferrer","60-64",350,"Feminino"
"2799",211172,"Satubinha","60-64",160,"Feminino"
"2800",211174,"Senador Alexandre Costa","60-64",156,"Feminino"
"2801",211176,"Senador La Rocque","60-64",261,"Feminino"
"2802",211178,"Serrano do Maranhão","60-64",184,"Feminino"
"2803",211180,"Sítio Novo","60-64",278,"Feminino"
"2804",211190,"Sucupira do Norte","60-64",232,"Feminino"
"2805",211195,"Sucupira do Riachão","60-64",113,"Feminino"
"2806",211200,"Tasso Fragoso","60-64",135,"Feminino"
"2807",211210,"Timbiras","60-64",487,"Feminino"
"2808",211220,"Timon","60-64",3234,"Feminino"
"2809",211223,"Trizidela do Vale","60-64",415,"Feminino"
"2810",211227,"Tufilândia","60-64",83,"Feminino"
"2811",211230,"Tuntum","60-64",682,"Feminino"
"2812",211240,"Turiaçu","60-64",447,"Feminino"
"2813",211245,"Turilândia","60-64",300,"Feminino"
"2814",211250,"Tutóia","60-64",704,"Feminino"
"2815",211260,"Urbano Santos","60-64",381,"Feminino"
"2816",211270,"Vargem Grande","60-64",697,"Feminino"
"2817",211280,"Viana","60-64",837,"Feminino"
"2818",211285,"Vila Nova dos Martírios","60-64",159,"Feminino"
"2819",211290,"Vitória do Mearim","60-64",558,"Feminino"
"2820",211300,"Vitorino Freire","60-64",617,"Feminino"
"2821",211400,"Zé Doca","60-64",828,"Feminino"
"2822",210005,"Açailândia","65-69",1305,"Feminino"
"2823",210010,"Afonso Cunha","65-69",59,"Feminino"
"2824",210015,"Água Doce do Maranhão","65-69",134,"Feminino"
"2825",210020,"Alcântara","65-69",281,"Feminino"
"2826",210030,"Aldeias Altas","65-69",260,"Feminino"
"2827",210040,"Altamira do Maranhão","65-69",83,"Feminino"
"2828",210043,"Alto Alegre do Maranhão","65-69",281,"Feminino"
"2829",210047,"Alto Alegre do Pindaré","65-69",429,"Feminino"
"2830",210050,"Alto Parnaíba","65-69",135,"Feminino"
"2831",210055,"Amapá do Maranhão","65-69",69,"Feminino"
"2832",210060,"Amarante do Maranhão","65-69",488,"Feminino"
"2833",210070,"Anajatuba","65-69",356,"Feminino"
"2834",210080,"Anapurus","65-69",183,"Feminino"
"2835",210083,"Apicum-Açu","65-69",178,"Feminino"
"2836",210087,"Araguanã","65-69",146,"Feminino"
"2837",210090,"Araioses","65-69",604,"Feminino"
"2838",210095,"Arame","65-69",308,"Feminino"
"2839",210100,"Arari","65-69",420,"Feminino"
"2840",210110,"Axixá","65-69",179,"Feminino"
"2841",210120,"Bacabal","65-69",1663,"Feminino"
"2842",210125,"Bacabeira","65-69",185,"Feminino"
"2843",210130,"Bacuri","65-69",259,"Feminino"
"2844",210135,"Bacurituba","65-69",85,"Feminino"
"2845",210140,"Balsas","65-69",855,"Feminino"
"2846",210150,"Barão de Grajaú","65-69",309,"Feminino"
"2847",210160,"Barra do Corda","65-69",1294,"Feminino"
"2848",210170,"Barreirinhas","65-69",602,"Feminino"
